Unnamed: 0,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4
Rk,Gls,Ast,G+A,G-PK,G+A-PK
2345,0,0,0,0,0
2346,0.04,0.08,0.12,0.04,0.12
2347,0,2.43,2.43,0,2.43
2348,0,0.15,0.15,0,0.15
2349,0.04,0,0.04,0.04,0.04
2350,0,0,0,0,0
2351,0.46,0,0.46,0.46,0.46
2352,0.23,0,0.23,0,0
2353,0.41,0.27,0.68,0.41,0.68
2354,0.18,0.07,0.25,0.18,0.25
2355,0,0,0,0,0
2356,0,0.2,0.2,0,0.2
2357,0,0,0,0,0
2358,0.46,0.23,0.69,0.34,0.57
2359,0.21,0.21,0.42,0.12,0.33
2360,0.03,0,0.03,0.03,0.03
2361,0,0,0,0,0
2362,0.53,0.13,0.67,0.4,0.53
2363,0,0,0,0,0
2364,0.07,0,0.07,0,0
2365,0.26,0,0.26,0.26,0.26
2366,0,0,0,0,0
2367,0.04,0.04,0.08,0.04,0.08
2368,0.43,0.05,0.48,0.43,0.48
2369,0.12,0,0.12,0.12,0.12
2370,0.07,0.14,0.21,0.07,0.21
2371,0,0,0,0,0
2372,0.07,0,0.07,0.07,0.07
2373,0.13,0.19,0.32,0.13,0.32
2374,0,0,0,0,0
2375,0.08,0.08,0.15,0.08,0.15
2376,0,0.23,0.23,0,0.23
2377,0,0.22,0.22,0,0.22
2378,0,0.04,0.04,0,0.04
2379,0,0,0,0,0
2380,0.04,0.04,0.07,0.04,0.07
2381,0,0,0,0,0
2382,0,0,0,0,0
2383,0,0,0,0,0
2384,0,0,0,0,0
2385,0,0,0,0,0
2386,0,0,0,0,0
2387,0.33,0.11,0.44,0.22,0.33
2388,1.36,0,1.36,1.36,1.36
2389,0,0,0,0,0
2390,0.03,0.03,0.06,0.03,0.06
2391,0,0,0,0,0
2392,0,0,0,0,0
2393,0.04,0.04,0.09,0.04,0.09
2394,0,0,0,0,0
2395,0.05,0.14,0.18,0.05,0.18
2396,0,0,0,0,0
2397,0,0,0,0,0
2398,0.11,0.17,0.29,0.11,0.29
2399,0,0.26,0.26,0,0.26
2400,0,0,0,0,0
2401,0.16,0.16,0.31,0.16,0.31
2402,0,0,0,0,0
2403,0,0.32,0.32,0,0.32
2404,0.37,0,0.37,0.12,0.12
2405,0.03,0.17,0.2,0.03,0.2
2406,0.03,0.1,0.14,0.03,0.14
2407,0.43,0.05,0.48,0.43,0.48
2408,0,0,0,0,0
2409,0,0,0,0,0
2410,0,0,0,0,0
2411,0,0.09,0.09,0,0.09
2412,0,0,0,0,0
2413,0,0.14,0.14,0,0.14
2414,0,0,0,0,0
2415,0.24,0.2,0.44,0.12,0.32
2416,0,0,0,0,0
2417,0,0,0,0,0
2418,0.06,0.06,0.11,0.06,0.11
2419,0.91,0.23,1.14,0.68,0.91
2420,0.09,0.26,0.35,0.09,0.35
2421,0,0.15,0.15,0,0.15
2422,0.13,0.32,0.45,0.13,0.45
2423,0.26,0.2,0.46,0.2,0.39
2424,0,0,0,0,0
2425,0,0,0,0,0
2426,0,0,0,0,0
2427,0,0,0,0,0
2428,0.09,0,0.09,0.09,0.09
2429,0,0,0,0,0
2430,0.06,0.06,0.11,0.06,0.11
2431,0.31,0.1,0.41,0.31,0.41
2432,0.23,0.19,0.43,0.19,0.39
2433,0,0,0,0,0
2434,0,0,0,0,0
2435,1.55,0,1.55,1.55,1.55
2436,0.05,0.1,0.15,0.05,0.15
2437,0,0,0,0,0
2438,0.06,0,0.06,0.06,0.06
2439,0,0,0,0,0
2440,0,0,0,0,0
2441,1.15,0,1.15,1.15,1.15
2442,0,0,0,0,0
2443,0,0,0,0,0
2444,0,0,0,0,0
2445,0,0,0,0,0
2446,0,0,0,0,0
2447,0.16,0.06,0.23,0.16,0.23
2448,0,0,0,0,0
2449,0.15,0.23,0.38,0.15,0.38
2450,0.08,0,0.08,0.08,0.08
2451,0.1,0,0.1,0.1,0.1
2452,0,0,0,0,0
2453,0.77,0,0.77,0.77,0.77
2454,0,0,0,0,0
2455,0.47,0.16,0.62,0.47,0.62
2456,0,0,0,0,0
2457,0,0.08,0.08,0,0.08
2458,0.12,0.25,0.37,0.12,0.37
2459,0,0,0,0,0
2460,0,0,0,0,0
2461,0,0.12,0.12,0,0.12
2462,0,0.08,0.08,0,0.08
2463,0,0,0,0,0
2464,0.08,0,0.08,0.08,0.08
2465,0.1,0,0.1,0.1,0.1
2466,0.37,0.37,0.74,0.37,0.74
2467,0.56,0,0.56,0.44,0.44
2468,0.36,0.26,0.63,0.13,0.39
2469,0,0,0,0,0
2470,0,0,0,0,0
2471,0,0,0,0,0
2472,0,0,0,0,0
2473,0.25,0.17,0.42,0.25,0.42
2474,0.23,0.46,0.69,0.23,0.69
2475,0,0.4,0.4,0,0.4
2476,0,0,0,0,0
2477,0.3,0.11,0.41,0.22,0.34
2478,0.15,0.08,0.23,0.15,0.23
2479,0,0,0,0,0
2480,0.26,0.03,0.29,0.26,0.29
2481,0,0,0,0,0
2482,0.2,0,0.2,0.2,0.2
2483,0.05,0,0.05,0.05,0.05
2484,0,0,0,0,0
2485,0,0.05,0.05,0,0.05
2486,0,0,0,0,0
2487,0.07,0.07,0.15,0.07,0.15
2488,0,0,0,0,0
2489,0,0.08,0.08,0,0.08
2490,0,0,0,0,0
2491,0.05,0,0.05,0.05,0.05
2492,0.08,0.17,0.25,0.08,0.25
2493,0,0,0,0,0
2494,0,0,0,0,0
2495,0,0.03,0.03,0,0.03
2496,0,0.09,0.09,0,0.09
2497,0,0,0,0,0
2498,0,0,0,0,0
2499,0.29,0.23,0.52,0.29,0.52
2500,0,0,0,0,0
2501,0,0.07,0.07,0,0.07
2502,0,0,0,0,0
2503,0,0,0,0,0
2504,0.35,0.25,0.6,0.35,0.6
2505,0,0.03,0.03,0,0.03
2506,0.64,0.37,1.01,0.37,0.73
2507,0.5,0,0.5,0.5,0.5
2508,0.19,0,0.19,0.19,0.19
2509,0,0,0,0,0
2510,0,0,0,0,0
2511,0,0.27,0.27,0,0.27
2512,0,0,0,0,0
2513,0.04,0,0.04,0.04,0.04
2514,0.07,0,0.07,0.07,0.07
2515,0,0,0,0,0
2516,0.2,0,0.2,0.2,0.2
2517,0.04,0,0.04,0.04,0.04
2518,0,0.28,0.28,0,0.28
2519,0.75,0.11,0.86,0.65,0.75
2520,0,0,0,0,0
2521,0.06,0,0.06,0.06,0.06
2522,0.12,0.16,0.29,0.12,0.29
2523,0,0,0,0,0
2524,0.24,0.1,0.34,0.24,0.34
2525,0,0,0,0,0
2526,0.08,0,0.08,0.08,0.08
2527,0,0,0,0,0
2528,0.12,0,0.12,0.12,0.12
2529,0,0.03,0.03,0,0.03
2530,0,0,0,0,0
2531,0.31,0.19,0.5,0.31,0.5
2532,0,0,0,0,0
2533,0.04,0,0.04,0.04,0.04
2534,0,0,0,0,0
2535,0.07,0.2,0.26,0.07,0.26
2536,0.04,0,0.04,0.04,0.04
2537,0,0,0,0,0
2538,0,0.03,0.03,0,0.03
2539,0.03,0,0.03,0.03,0.03
2540,0,0.05,0.05,0,0.05
2541,0.03,0,0.03,0.03,0.03
2542,0,0,0,0,0
2543,0,0.87,0.87,0,0.87
2544,0,0,0,0,0
2545,0,0,0,0,0
2546,0,0,0,0,0
2547,0,0,0,0,0
2548,0,0.04,0.04,0,0.04
2549,0,0,0,0,0
2550,0,0,0,0,0
2551,0,0,0,0,0
2552,0.06,0.12,0.18,0.06,0.18
2553,0,0,0,0,0
2554,0.12,0.12,0.24,0.12,0.24
2555,0,0.26,0.26,0,0.26
2556,0.22,0,0.22,0.22,0.22
2557,0.35,0.21,0.56,0.35,0.56
2558,0,0,0,0,0
2559,0,0,0,0,0
2560,0,0,0,0,0
2561,0,0,0,0,0
2562,0.33,0.26,0.59,0.3,0.55
2563,0.05,0.05,0.1,0.05,0.1
2564,0,0.06,0.06,0,0.06
2565,0,0,0,0,0
2566,0.36,0.12,0.48,0.36,0.48
2567,0.26,0.26,0.53,0.26,0.53
2568,0.06,0,0.06,0.06,0.06
2569,0.17,0.26,0.44,0.17,0.44
2570,0.07,0.07,0.14,0.07,0.14
2571,0,0,0,0,0
2572,0.09,0,0.09,0.09,0.09
2573,0.12,0,0.12,0.12,0.12
2574,0.17,0.03,0.21,0.17,0.21
2575,0,0.58,0.58,0,0.58
2576,0.1,0.03,0.14,0.1,0.14
2577,0.42,0.16,0.57,0.42,0.57
2578,0.12,0,0.12,0.12,0.12
2579,0,0,0,0,0
2580,0.16,0.11,0.27,0.11,0.21
2581,0.04,0.12,0.16,0.04,0.16
2582,0,0,0,0,0
2583,0,0,0,0,0
2584,0,0,0,0,0
2585,0.07,0,0.07,0.07,0.07
2586,0.45,0.19,0.64,0.45,0.64
2587,0.12,0,0.12,0.12,0.12
2588,0,0.12,0.12,0,0.12
2589,0.07,0,0.07,0.07,0.07
2590,0.07,0,0.07,0.07,0.07
2591,0,0,0,0,0
2592,0,0,0,0,0
2593,0.06,0,0.06,0.06,0.06
2594,0,0,0,0,0
2595,0.05,0,0.05,0.05,0.05
2596,0,0.25,0.25,0,0.25
2597,0.09,0,0.09,0.09,0.09
2598,0,0,0,0,0
2599,0.53,0,0.53,0.53,0.53
2600,0.17,0,0.17,0.17,0.17
2601,0.48,0.14,0.62,0.48,0.62
2602,0,0.19,0.19,0,0.19
2603,0.06,0.06,0.12,0.06,0.12
2604,0.33,0.05,0.38,0.14,0.19
2605,0,0.06,0.06,0,0.06
2606,0,0,0,0,0
2607,0,0,0,0,0
2608,0.11,0.11,0.21,0.05,0.16
2609,0.13,0.13,0.26,0.13,0.26
2610,0.04,0,0.04,0.04,0.04
2611,0.04,0.2,0.24,0.04,0.24
2612,0,0.08,0.08,0,0.08
2613,0,0,0,0,0
2614,0.07,0.07,0.14,0.07,0.14
2615,0,0.3,0.3,0,0.3
2616,0.27,0.23,0.5,0.27,0.5
2617,1.67,0,1.67,1.67,1.67
2618,0,0,0,0,0
2619,0.05,0,0.05,0.05,0.05
2620,0,0,0,0,0
2621,0.03,0.03,0.06,0.03,0.06
2622,0,0,0,0,0
2623,0.09,0.09,0.18,0.09,0.18
2624,0,0,0,0,0
2625,0,0.09,0.09,0,0.09
2626,0.15,0.08,0.23,0.15,0.23
2627,0.04,0.21,0.25,0.04,0.25
2628,0.03,0.31,0.35,0.03,0.35
2629,0.38,0.25,0.64,0.38,0.64
2630,0,0,0,0,0
2631,0,0.22,0.22,0,0.22
2632,0.17,0.17,0.35,0.17,0.35
2633,0,0,0,0,0
2634,0.05,0.14,0.18,0.05,0.18
2635,0,0,0,0,0
2636,0,0,0,0,0
2637,0,0,0,0,0
2638,0.05,0,0.05,0.05,0.05
2639,0,0,0,0,0
2640,0,0,0,0,0
2641,0,0,0,0,0
2642,0,0.16,0.16,0,0.16
2643,0,0,0,0,0
2644,0,0,0,0,0
2645,0.43,0.11,0.54,0.32,0.43
2646,0,0,0,0,0
2647,0,0,0,0,0
2648,0.27,0.14,0.41,0.2,0.34
2649,0,0.64,0.64,0,0.64
2650,0.04,0,0.04,0.04,0.04
2651,0,0,0,0,0
2652,0.18,0.06,0.24,0.18,0.24
2653,0,0,0,0,0
2654,0,0,0,0,0
2655,0,0,0,0,0
2656,0,0,0,0,0
2657,0,0,0,0,0
2658,0,0,0,0,0
2659,0,0,0,0,0
2660,0.47,0,0.47,0.47,0.47
2661,0.2,0.07,0.27,0.2,0.27
2662,0.07,0,0.07,0.07,0.07
2663,0.48,0.29,0.76,0.22,0.51
2664,0.33,0.17,0.5,0.33,0.5
2665,0,0,0,0,0
2666,0,0,0,0,0
2667,0.55,0,0.55,0.55,0.55
2668,0,0,0,0,0
2669,0.1,0.24,0.34,0.1,0.34
2670,0.32,0.32,0.64,0.32,0.64
2671,0,0,0,0,0
2672,0,0,0,0,0
2673,0,0,0,0,0
2674,0.14,0.14,0.27,0,0.14
2675,0.04,0.04,0.08,0.04,0.08
2676,0,0,0,0,0
2677,0,0.05,0.05,0,0.05
2678,0.55,0.09,0.64,0.55,0.64
2679,0.06,0.28,0.33,0.06,0.33
2680,0,0.06,0.06,0,0.06
2681,0.44,0.09,0.53,0.22,0.31
2682,0,0,0,0,0
2683,0,0.12,0.12,0,0.12
2684,0.27,0.27,0.54,0.27,0.54
2685,0,0.05,0.05,0,0.05
2686,0.1,0,0.1,0.1,0.1
2687,0.04,0,0.04,0.04,0.04
2688,0,0,0,0,0
2689,0,0,0,0,0
2690,0,0,0,0,0
2691,0,0.15,0.15,0,0.15
2692,0.08,0.08,0.16,0.08,0.16
2693,0,0,0,0,0
2694,0,0,0,0,0
2695,0,0,0,0,0
2696,0,0,0,0,0
2697,0.07,0.3,0.37,0.07,0.37
2698,0.19,0,0.19,0.19,0.19
2699,0.23,0.11,0.34,0.23,0.34
2700,0,0.05,0.05,0,0.05
2701,0,0,0,0,0
2702,0,0,0,0,0
2703,0.29,0,0.29,0.29,0.29
2704,0.43,0.17,0.61,0.09,0.26
2705,0,0,0,0,0
2706,0,0.17,0.17,0,0.17
2707,0,0,0,0,0
2708,0.65,0.09,0.74,0.46,0.55
2709,0.24,0.24,0.49,0.24,0.49
2710,0.18,0.18,0.36,0.18,0.36
2711,0,0.05,0.05,0,0.05
2712,0.13,0.13,0.26,0.13,0.26
2713,0,0,0,0,0
2714,0.52,0.23,0.75,0.52,0.75
2715,0.03,0,0.03,0.03,0.03
2716,0,0,0,0,0
2717,0,0,0,0,0
2718,0,0,0,0,0
2719,0.07,0.07,0.14,0.07,0.14
2720,0.2,0.13,0.33,0.2,0.33
2721,0,0,0,0,0
2722,0,0,0,0,0
2723,0.17,0.17,0.33,0.17,0.33
2724,0,0,0,0,0
2725,0.05,0.05,0.09,0.05,0.09
2726,0,0.07,0.07,0,0.07
2727,0,0.06,0.06,0,0.06
2728,0.52,0.19,0.7,0.38,0.56
2729,0.06,0.12,0.18,0.06,0.18
2730,0,0.04,0.04,0,0.04
2731,0.21,0.18,0.39,0.13,0.32
2732,0.12,0.03,0.15,0.09,0.12
2733,0.38,0.14,0.51,0.35,0.49
2734,0,0,0,0,0
2735,0.31,0,0.31,0.31,0.31
2736,0.03,0,0.03,0.03,0.03
2737,0.61,0.24,0.86,0.55,0.8
2738,0.4,0,0.4,0.4,0.4
2739,0.25,0.04,0.3,0.25,0.3
2740,0.35,0.06,0.41,0.35,0.41
2741,0,0,0,0,0
2742,0.07,0.07,0.14,0.07,0.14
2743,0.21,0.28,0.48,0.21,0.48
2744,0.08,0.08,0.16,0.08,0.16
2745,0,0,0,0,0
2746,0.06,0,0.06,0.06,0.06
2747,0,0,0,0,0
2748,0,0,0,0,0
2749,0,0,0,0,0
2750,0.23,0.23,0.45,0.19,0.41
2751,0,0,0,0,0
2752,0,0,0,0,0
2753,0,0,0,0,0
2754,0.06,0.32,0.38,0.06,0.38
2755,0,0,0,0,0
2756,0.74,0,0.74,0.74,0.74
2757,0.52,0.22,0.73,0.35,0.56
2758,0,0,0,0,0
2759,0,0,0,0,0
2760,0.2,0.24,0.45,0.2,0.45
2761,0.34,0.13,0.47,0.2,0.34
2762,0,0,0,0,0
2763,0.2,0.13,0.33,0.2,0.33
2764,0.07,0.07,0.14,0.07,0.14
2765,0,0.61,0.61,0,0.61
2766,0.44,0,0.44,0.44,0.44
2767,0.39,0.1,0.49,0.33,0.43
2768,0,0,0,0,0
2769,0.07,0.15,0.23,0.07,0.23
2770,0.04,0.07,0.11,0.04,0.11
2771,0.14,0,0.14,0.14,0.14
2772,0,0.07,0.07,0,0.07
2773,0,0,0,0,0
2774,0,0.24,0.24,0,0.24
2775,0.58,0.33,0.91,0.58,0.91
2776,0,0,0,0,0
2777,0.7,0.22,0.92,0.53,0.75
2778,0,0,0,0,0
2779,0,0.07,0.07,0,0.07
2780,0,0,0,0,0
2781,0.04,0.08,0.12,0.04,0.12
2782,0.19,0.19,0.39,0.19,0.39
2783,0.06,0.25,0.32,0.06,0.32
2784,0,0,0,0,0
2785,0.07,0.07,0.15,0.07,0.15
2786,0.17,0.17,0.34,0.14,0.31
2787,0,0,0,0,0
2788,0,0,0,0,0
2789,0,0,0,0,0
2790,0.38,0.07,0.45,0.31,0.38
2791,0.05,0.14,0.19,0.05,0.19
2792,0.06,0.06,0.13,0.06,0.13
2793,0,0,0,0,0
2794,0,8.18,8.18,0,8.18
2795,0,0.1,0.1,0,0.1
2796,0.05,0.05,0.11,0.05,0.11
2797,0,0,0,0,0
2798,0.57,0.34,0.91,0.53,0.87
2799,0,0.15,0.15,0,0.15
2800,0.18,0.09,0.26,0.18,0.26
2801,0,0,0,0,0
2802,0.36,0,0.36,0.36,0.36
2803,0.1,0,0.1,0.1,0.1
2804,0.05,0,0.05,0.05,0.05
2805,0.21,0.21,0.42,0.21,0.42
2806,0,0,0,0,0
2807,0,0,0,0,0
2808,0.08,0.08,0.15,0.08,0.15
2809,0,0,0,0,0
2810,0.29,0.36,0.64,0.29,0.64
2811,0,0,0,0,0
2812,0,0,0,0,0
2813,0,0,0,0,0
2814,0.15,0.23,0.38,0.15,0.38
2815,0,0,0,0,0
2816,0.41,0,0.41,0.41,0.41
2817,0.22,0,0.22,0.22,0.22
2818,0.05,0.05,0.09,0.05,0.09
2819,0,0.46,0.46,0,0.46
2820,0,0,0,0,0
2821,0.1,0.21,0.31,0.1,0.31
2822,0,0,0,0,0
2823,0.22,0.17,0.39,0.17,0.35
